"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Latest time in ""[BD] Churn Risk ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828790","number","The total time in seconds spent by the deal in the '[BD] Churn Risk' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Latest time in ""[BD] Reached Out  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828791","number","The total time in seconds spent by the deal in the '[BD] Reached Out ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Latest time in ""[BD, SolEng, DevRel] Needs Attention ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828792","number","The total time in seconds spent by the deal in the '[BD, SolEng, DevRel] Needs Attention' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""[Admin] Housekeeping  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828793","number","The total time in seconds spent by the deal in the '[Admin] Housekeeping ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.84%","",""
"Latest time in ""[BD] Customer Happy ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828794","number","The total time in seconds spent by the deal in the '[BD] Customer Happy' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828795","number","The total time in seconds spent by the deal in the 'Closed Lost' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Latest time in ""Prospecting ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613655","number","The total time in seconds spent by the deal in the 'Prospecting' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Qualified ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613656","number","The total time in seconds spent by the deal in the 'Qualified' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Communication Established ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613657","number","The total time in seconds spent by the deal in the 'Communication Established' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Confirmation Received ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613658","number","The total time in seconds spent by the deal in the 'Confirmation Received' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Onboarding ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613659","number","The total time in seconds spent by the deal in the 'Onboarding' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Won (First Query Served) ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613660","number","The total time in seconds spent by the deal in the 'Closed Won (First Query Served)' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost / Below Par ([On hold] Indexer Acquisition)""","hs_v2_latest_time_in_250613661","number","The total time in seconds spent by the deal in the 'Closed Lost / Below Par' stage, '[On hold] Indexer Acquisition' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Not Contacted ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788236","number","The total time in seconds spent by the deal in the 'Not Contacted' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Intro Received ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788237","number","The total time in seconds spent by the deal in the 'Intro Received' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Relationship Established ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788238","number","The total time in seconds spent by the deal in the 'Relationship Established' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Insights Shared ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788239","number","The total time in seconds spent by the deal in the 'Insights Shared' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Needs Attention ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788240","number","The total time in seconds spent by the deal in the 'Needs Attention' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Won / Optimized ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788241","number","The total time in seconds spent by the deal in the 'Closed Won / Optimized' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost / Churned ([On hold] Indexer Relations)""","hs_v2_latest_time_in_250788242","number","The total time in seconds spent by the deal in the 'Closed Lost / Churned' stage, '[On hold] Indexer Relations' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Ideation (Hackathons)""","hs_v2_latest_time_in_252470185","number","The total time in seconds spent by the deal in the 'Ideation' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Planning (Hackathons)""","hs_v2_latest_time_in_252470186","number","The total time in seconds spent by the deal in the 'Planning' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Scheduling complete (Hackathons)""","hs_v2_latest_time_in_252470187","number","The total time in seconds spent by the deal in the 'Scheduling complete' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Judging complete (Hackathons)""","hs_v2_latest_time_in_252470188","number","The total time in seconds spent by the deal in the 'Judging complete' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Hackathon complete (Hackathons)""","hs_v2_latest_time_in_252470189","number","The total time in seconds spent by the deal in the 'Hackathon complete' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Won (Hackathons)""","hs_v2_latest_time_in_252470190","number","The total time in seconds spent by the deal in the 'Closed Won' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost (Hackathons)""","hs_v2_latest_time_in_252470191","number","The total time in seconds spent by the deal in the 'Closed Lost' stage, 'Hackathons' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Qualified (Studio User)""","hs_v2_latest_time_in_266635592","number","The total time in seconds spent by the deal in the 'Qualified' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","1.08%","",""
"Latest time in ""DIPs Candidate (DIPs)""","hs_v2_latest_time_in_268585556","number","The total time in seconds spent by the deal in the 'DIPs Candidate' stage, 'DIPs' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
